Date,Rot,VH,Team,1st,2nd,3rd,Final,Open,Close,Open OU,,Close OU,
1101,60,H,Ottawa,1,4,1,6,-285,-245,6,-115,6,-130
1101,61,V,St.Louis,0,2,1,3,160,140,5,-110,5,-125
1101,62,H,Minnesota,1,1,0,2,-180,-160,5,-110,5,105
1101,63,V,Detroit,2,1,1,4,-115,100,5.5,-101,5.5,105
1101,64,H,Calgary,1,0,0,1,-105,-120,5.5,-119,5.5,-125
1101,65,V,Pittsburgh,2,0,0,2,110,135,6.5,-125,6.5,-120
1101,66,H,Colorado,0,3,0,3,-130,-155,6.5,105,6.5,100
1101,67,V,Nashville,2,0,1,3,150,170,5.5,100,5.5,115
1101,68,H,Vancouver,0,0,0,0,-170,-200,5.5,-120,5.5,-135
1101,69,V,Columbus,0,0,1,1,176,170,5,-120,5,-125
1101,70,H,Anaheim,0,0,1,2,-196,-190,5,100,5,105
1102,1,V,Toronto,0,1,1,2,121,130,5.5,-124,5.5,-120
1102,2,H,NewJersey,1,0,2,3,-141,-150,5.5,104,5.5,100
1102,3,V,Philadelphia,0,2,1,3,-121,-115,5.5,-115,5.5,-140
1102,4,H,Washington,1,0,1,2,101,-105,5.5,-105,5.5,120
1102,5,V,Florida,1,3,0,4,164,145,6,-125,6,-115
1102,6,H,Buffalo,0,1,1,2,-184,-165,6,105,6,-105
1102,7,V,Phoenix,2,1,2,5,190,200,5,-125,5.5,100
1102,8,H,Dallas,0,0,0,0,-220,-240,5,105,5.5,-120
1102,9,V,Nashville,0,1,3,4,116,120,5.5,105,5.5,115
1102,10,H,Edmonton,0,1,0,1,-136,-140,5.5,-125,5.5,-135
1102,11,V,LosAngeles,0,3,2,5,171,195,6,100,6,110
