Date,Rot,VH,Team,1st,2nd,3rd,Final,Open,Close,Open OU,,Close OU,
1010,6,H,NYIslanders,2,0,0,2,-115,-120,5.5,-110,5.5,-115
1010,7,V,Calgary,1,1,0,2,110,130,5.5,-110,5.5,-105
1010,8,H,St.Louis,1,2,2,5,-130,-150,5.5,-110,5.5,-115
1010,9,V,Phoenix,0,0,1,1,105,110,5.5,-110,5.5,100
1010,10,H,Dallas,0,0,1,2,-125,-130,5.5,-110,5.5,-120
1010,11,V,Vancouver,1,0,2,3,-150,-145,5.5,-110,5.5,-105
1010,12,H,Columbus,1,1,0,2,130,125,5.5,-110,5.5,-115
1010,13,V,TampaBay,2,1,2,5,140,135,5.5,-110,5.5,-110
1010,14,H,Washington,2,1,2,6,-160,-155,5.5,-110,5.5,-110
1011,51,V,Florida,0,1,1,2,149,140,5.5,-101,5.5,130
1011,52,H,Pittsburgh,1,2,1,4,-169,-160,5.5,-119,5.5,-150
1011,53,V,Minnesota,2,0,1,3,-111,115,5.5,105,5.5,100
1011,54,H,Ottawa,0,1,2,4,-109,-135,5.5,-125,5.5,-120
1012,1,V,Colorado,1,0,1,3,124,115,5.5,-110,5.5,100
1012,2,H,Columbus,0,1,1,2,-144,-135,5.5,-110,5.5,-120
1012,3,V,Vancouver,1,2,1,4,105,115,5.5,-111,5.5,100
1012,4,H,Philadelphia,3,1,1,5,-125,-135,5.5,-109,5.5,-120
1012,5,V,Boston,0,0,2,2,-125,-135,5.5,112,5.5,115
1012,6,H,Carolina,0,1,2,3,105,115,5.5,-132,5.5,-135
1013,51,V,TampaBay,1,0,0,1,-125,-115,6,100,5.5,-120
1013,52,H,NYIslanders,4,1,0,5,105,-105,6,-120,5.5,100
1013,53,V,LosAngeles,1,0,0,1,100,-110,5,-109,5,-105
1013,54,H,NewJersey,1,0,0,2,-120,-110,5,-111,5,-115
1013,55,V,Washington,0,1,1,3,-117,-120,5.5,100,5.5,-115
1013,56,H,Pittsburgh,1,0,1,2,-103,100,5.5,-120,5.5,-105
1013,57,V,Calgary,3,1,0,4,105,115,5,-130,5,-135
1013,58,H,Montreal,1,0,0,1,-125,-135,5,110,5,115
1013,59,V,Colorado,2,1,4,7,125,130,5.5,-110,5.5,-115
1013,60,H,Ottawa,1,0,0,1,-145,-150,5.5,-110,5.5,-105
1013,61,V,Vancouver,0,0,0,0,120,125,5.5,-110,5.5,-120
1013,62,H,Detroit,0,2,0,2,-140,-145,5.5,-110,5.5,100
1013,63,V,Phoenix,3,1,1,5,136,115,5,-125,5,-130
1013,64,H,Nashville,0,1,1,2,-156,-135,5,105,5,110
1013,65,V,Edmonton,1,0,0,1,141,135,5.5,105,5.5,110
1013,66,H,Minnesota,0,1,0,2,-161,-155,5.5,-125,5.5,-130
1013,67,V,Winnipeg,2,1,0,3,178,180,5.5,-125,5.5,-115
1013,68,H,Chicago,2,2,0,4,-198,-210,5.5,105,5.5,-105
1013,69,V,St.Louis,0,1,1,2,-104,-120,5.5,100,5.5,105
1013,70,H,Dallas,1,2,0,3,-116,100,5.5,-120,5.5,-125
1014,1,V,Carolina,2,1,1,4,152,170,5.5,-110,5.5,-110
1014,2,H,Buffalo,2,0,1,3,-172,-190,5.5,-110,5.5,-110
1014,3,V,SanJose,0,0,0,0,-104,-135,5.5,-110,5.5,-115
1014,4,H,Anaheim,1,0,0,1,-116,115,5.5,-110,5.5,-105
1015,51,V,Calgary,2,0,0,2,110,105,5.5,100,5.5,-115
1015,52,H,Toronto,0,2,1,3,-130,-125,5.5,-120,5.5,-105
1015,53,V,Colorado,1,3,1,6,131,120,5.5,-105,5.5,115
1015,54,H,Montreal,1,2,2,5,-151,-140,5.5,-115,5.5,-135
1015,55,V,NYRangers,0,2,0,2,-120,-115,5.5,105,5.5,115
1015,56,H,NYIslanders,1,1,2,4,100,-105,5.5,-125,5.5,-135
1015,57,V,LosAngeles,1,0,1,3,125,105,5.5,105,5.5,125
1015,58,H,Philadelphia,1,0,1,2,-145,-125,5.5,-125,5.5,-145
1015,59,V,Buffalo,2,0,1,3,-105,105,5.5,-105,5.5,-105
1015,60,H,Pittsburgh,0,1,1,2,-115,-125,5.5,-115,5.5,-115
1015,61,V,Winnipeg,0,1,0,1,129,125,5.5,-108,5.5,-115
1015,62,H,Phoenix,2,1,1,4,-149,-145,5.5,-112,5.5,-105
1015,63,V,Ottawa,1,0,0,1,195,210,5.5,-109,5.5,-120
1015,64,H,Washington,2,0,0,2,-225,-250,5.5,-111,5.5,100
1015,65,V,TampaBay,0,0,2,2,-104,-120,5.5,-114,5.5,-105
1015,66,H,Florida,1,0,1,3,-116,100,5.5,-106,5.5,-115
1015,67,V,NewJersey,0,0,2,3,100,105,5,-111,5,-105
1015,68,H,Nashville,2,0,0,2,-120,-125,5,-109,5,-115
1015,69,V,Detroit,0,1,1,3,-133,-150,5.5,-111,5.5,-105
1015,70,H,Minnesota,1,1,0,2,113,130,5.5,-109,5.5,-115
1015,71,V,Columbus,1,1,0,2,133,120,5.5,-103,5.5,110
1015,72,H,Dallas,1,1,2,4,-153,-140,5.5,-117,5.5,-130
1015,73,V,Boston,0,1,1,3,110,115,5.5,-111,5.5,120
1015,74,H,Chicago,1,1,0,2,-130,-135,5.5,-109,5.5,-140
1015,75,V,Vancouver,1,2,1,4,-151,-155,5.5,-105,5.5,110
1015,76,H,Edmonton,2,1,0,3,131,135,5.5,-115,5.5,-130
1015,77,V,St.Louis,1,0,3,4,144,140,5.5,-108,5.5,-115
1015,78,H,SanJose,1,1,0,2,-164,-160,5.5,-112,5.5,-105
1016,1,V,St.Louis,0,1,1,2,120,115,5.5,-109,5.5,110
1016,2,H,Anaheim,1,0,3,4,-140,-135,5.5,-111,5.5,-130
1017,51,V,Colorado,0,2,0,3,115,115,5.5,-115,5.5,-120
1017,52,H,Toronto,0,1,1,2,-135,-135,5.5,-105,5.5,100
1017,53,V,Florida,2,2,3,7,146,140,5.5,-110,5.5,100
1017,54,H,TampaBay,2,1,1,4,-166,-160,5.5,-110,5.5,-120
1017,55,V,Pittsburgh,0,1,0,1,-115,-145,5.5,100,5.5,105
1017,56,H,Winnipeg,2,0,0,2,-105,125,5.5,-120,5.5,-125
1017,57,V,Nashville,0,1,0,1,-120,-130,5,-125,5,-130
1017,58,H,Edmonton,0,0,3,3,100,110,5,105,5,110
1017,59,V,Anaheim,2,0,1,3,152,170,5.5,-109,5.5,105
1017,60,H,SanJose,0,1,1,2,-172,-190,5.5,-111,5.5,-125
1018,1,V,Carolina,1,1,2,4,160,140,5.5,-105,5.5,125
1018,2,H,Boston,0,0,1,1,-180,-160,5.5,-115,5.5,-145
1018,3,V,Florida,0,0,0,0,173,210,5.5,-111,5.5,110
1018,4,H,Washington,1,0,2,3,-203,-250,5.5,-109,5.5,-130
1018,5,V,Dallas,0,1,2,3,-104,-120,5.5,105,5.5,120
1018,6,H,Columbus,0,0,2,2,-116,100,5.5,-125,5.5,-140
1018,7,V,Buffalo,0,2,1,3,-109,-130,5.5,100,5.5,105
1018,8,H,Montreal,0,1,0,1,-111,110,5.5,-120,5.5,-125
1018,9,V,Philadelphia,4,0,3,7,-160,-165,5.5,-107,5.5,-110
1018,10,H,Ottawa,0,1,1,2,140,145,5.5,-113,5.5,-110
1018,11,V,Pittsburgh,0,2,2,4,-104,110,5.5,105,5.5,125
1018,12,H,Minnesota,0,1,1,2,-116,-130,5.5,-125,5.5,-145
1018,13,V,Edmonton,1,0,0,1,143,160,5.5,100,5.5,105
1018,14,H,Calgary,0,0,2,2,-163,-180,5.5,-120,5.5,-125
1018,15,V,NYRangers,0,0,4,4,143,165,5.5,115,5.5,130
1018,16,H,Vancouver,0,0,0,0,-163,-185,5.5,-135,5.5,-150
1018,17,V,Chicago,1,2,2,5,-140,-135,5.5,-105,5.5,100
1018,18,H,Phoenix,0,2,0,2,120,115,5.5,-115,5.5,-120
1018,19,V,St.Louis,0,0,0,0,120,125,5.5,115,5.5,120
1018,20,H,LosAngeles,1,2,2,5,-140,-145,5.5,-135,5.5,-140
1019,51,V,Winnipeg,1,2,0,3,136,155,5.5,-110,5.5,-110
1019,52,H,Toronto,1,0,2,4,-156,-175,5.5,-110,5.5,-110
1020,1,V,Montreal,0,0,1,1,130,115,5,-130,5,-130
1020,2,H,Pittsburgh,1,1,1,3,-150,-135,5,110,5,110
1020,3,V,Washington,2,0,3,5,105,110,5.5,-115,5.5,110
1020,4,H,Philadelphia,1,0,1,2,-125,-130,5.5,-105,5.5,-130
1020,5,V,Toronto,1,0,1,2,145,170,5,-120,5,-150
1020,6,H,Boston,3,0,3,6,-165,-200,5,100,5,130
1020,7,V,Winnipeg,1,0,0,1,100,115,6,-105,6,120
1020,8,H,Ottawa,0,2,2,4,-120,-135,6,-115,6,-140
1020,9,V,NYIslanders,0,0,1,1,124,120,5.5,-120,5.5,-115
1020,10,H,TampaBay,1,1,2,4,-144,-140,5.5,100,5.5,-105
1020,11,V,Buffalo,0,2,1,3,-140,-150,5.5,105,5.5,115
1020,12,H,Florida,0,0,0,0,120,130,5.5,-125,5.5,-135
1020,13,V,Chicago,1,0,2,3,-130,-145,5.5,-110,5.5,-120
1020,14,H,Colorado,0,1,0,1,110,125,5.5,-110,5.5,100
1020,15,V,NYRangers,2,0,0,3,-110,-105,5,-115,5,-135
1020,16,H,Calgary,2,0,0,2,-110,-115,5,-105,5,115
1020,17,V,Minnesota,0,0,1,2,105,-105,5,-120,5,-135
1020,18,H,Edmonton,1,0,0,1,-125,-115,5,100,5,115
1020,19,V,Nashville,1,0,0,1,140,160,5,-125,5,-135
1020,20,H,Vancouver,4,0,1,5,-160,-180,5,105,5,115
1020,21,V,LosAngeles,0,2,0,2,-125,-130,5.5,110,5.5,125
1020,22,H,Phoenix,0,0,0,0,105,110,5.5,-130,5.5,-145
1021,51,V,SanJose,0,2,1,4,-104,-135,5,-120,5,-120
1021,52,H,NewJersey,1,1,1,3,-116,115,5,100,5,100
1021,53,V,Columbus,1,0,1,2,190,210,5.5,-110,5.5,-115
1021,54,H,Detroit,2,1,2,5,-230,-250,5.5,-110,5.5,-105
1021,55,V,Carolina,1,1,0,2,120,110,5.5,-105,5.5,100
1021,56,H,St.Louis,0,2,0,3,-140,-130,5.5,-115,5.5,-120
1021,57,V,Dallas,2,0,1,3,120,135,5.5,110,5.5,130
1021,58,H,Anaheim,0,1,0,1,-140,-155,5.5,-130,5.5,-150
1022,1,V,Minnesota,1,1,0,2,175,190,5.5,115,5.5,130
1022,2,H,Vancouver,0,1,1,3,-205,-220,5.5,-135,5.5,-150
1022,3,V,Nashville,0,1,1,2,118,110,5.5,105,5.5,135
1022,4,H,Calgary,0,0,0,0,-138,-130,5.5,-125,5.5,-155
1022,5,V,SanJose,1,1,2,4,125,120,5,-125,5,-150
1022,6,H,Boston,0,0,2,2,-145,-140,5,105,5,130
1022,7,V,Toronto,1,2,1,5,100,120,5.5,105,5.5,115
1022,8,H,Montreal,1,1,2,4,-120,-140,5.5,-125,5.5,-135
1022,9,V,Columbus,1,1,1,3,125,120,5.5,-125,5.5,-105
1022,10,H,Ottawa,1,1,2,4,-145,-140,5.5,105,5.5,-115
1022,11,V,St.Louis,2,1,1,4,157,160,5.5,-125,5.5,-120
1022,12,H,Philadelphia,0,1,1,2,-177,-180,5.5,105,5.5,100
1022,13,V,NewJersey,0,0,1,1,136,140,5,-110,5,-110
1022,14,H,Pittsburgh,1,0,3,4,-156,-160,5,-110,5,-110
1022,15,V,Detroit,0,1,0,1,125,125,5.5,-110,5.5,115
1022,16,H,Washington,2,2,3,7,-145,-145,5.5,-110,5.5,-135
1022,17,V,Carolina,2,0,1,3,-111,-110,5.5,-120,5.5,-120
1022,18,H,Winnipeg,2,3,0,5,-109,-110,5.5,100,5.5,100
1022,19,V,Buffalo,0,0,0,0,-135,-115,5.5,-120,5.5,-120
1022,20,H,TampaBay,0,1,2,3,115,-105,5.5,100,5.5,100
1022,21,V,NYIslanders,1,1,0,2,100,100,5.5,105,5.5,125
1022,22,H,Florida,1,1,2,4,-120,-120,5.5,-125,5.5,-145
1022,23,V,Colorado,1,2,1,5,173,170,5.5,-111,5.5,-115
1022,24,H,Chicago,0,2,2,4,-193,-200,5.5,-109,5.5,-105
1022,25,V,NYRangers,0,0,0,0,-125,-145,5,-115,5,-120
1022,26,H,Edmonton,0,1,1,2,105,125,5,-105,5,100
1022,27,V,Dallas,0,0,0,0,157,160,5,-115,5,-110
1022,28,H,LosAngeles,0,0,1,1,-177,-180,5,-105,5,-110
1023,51,V,Phoenix,2,3,0,5,141,130,5.5,105,5.5,110
1023,52,H,Anaheim,2,1,1,4,-161,-150,5.5,-125,5.5,-130
1024,1,V,Toronto,1,0,1,2,160,180,5.5,-130,5.5,-135
1024,2,H,Philadelphia,1,1,2,4,-180,-210,5.5,110,5.5,115
1024,3,V,Florida,1,0,1,2,115,110,5,-132,5,-150
1024,4,H,Montreal,1,0,0,1,-135,-130,5,112,5,130
1024,5,V,NYRangers,0,1,1,2,-120,-110,5.5,100,5.5,110
1024,6,H,Winnipeg,0,1,0,1,100,-110,5.5,-120,5.5,-130
1025,51,V,Pittsburgh,1,1,1,3,-135,-130,5,-120,5,-145
1025,52,H,NYIslanders,0,0,0,0,115,110,5,100,5,125
1025,53,V,Ottawa,0,2,0,3,160,150,5.5,-125,5.5,-115
1025,54,H,Carolina,0,0,2,2,-180,-170,5.5,105,5.5,-105
1025,55,V,Detroit,1,0,0,1,-190,-180,5.5,-125,5.5,-125
1025,56,H,Columbus,2,1,1,4,170,160,5.5,105,5.5,105
1025,57,V,TampaBay,2,1,1,4,160,130,5.5,-130,5.5,-120
1025,58,H,Buffalo,2,0,1,3,-180,-150,5.5,110,5.5,100
1025,59,V,SanJose,1,0,2,3,-135,-135,5,-120,5,-130
1025,60,H,Nashville,0,0,1,1,115,115,5,100,5,110
1025,61,V,Anaheim,0,2,0,2,170,145,5.5,110,5.5,105
1025,62,H,Chicago,0,1,1,3,-200,-165,5.5,-130,5.5,-125
1025,63,V,Vancouver,0,1,1,2,-135,-155,5.5,120,5.5,125
1025,64,H,Edmonton,0,3,0,3,115,135,5.5,-140,5.5,-145
1025,65,V,Dallas,1,0,1,3,-105,110,5,-120,5,-130
1025,66,H,Phoenix,1,0,1,2,-115,-130,5,100,5,110
1025,67,V,NewJersey,0,3,0,3,170,155,5,110,5,110
1025,68,H,LosAngeles,0,0,0,0,-200,-175,5,-130,5,-130
1026,1,V,Philadelphia,1,0,0,1,-125,-140,5.5,105,5.5,110
1026,2,H,Montreal,1,2,2,5,105,120,5.5,-125,5.5,-130
1026,3,V,Colorado,1,0,1,2,100,-105,5.5,-110,5.5,110
1026,4,H,Calgary,1,2,1,4,-120,-115,5.5,-110,5.5,-130
1026,5,V,St.Louis,0,1,2,3,131,135,5.5,100,5.5,120
1026,6,H,Vancouver,0,0,0,0,-151,-155,5.5,-120,5.5,-140
1027,51,V,Winnipeg,3,3,3,9,190,170,5.5,-120,5.5,100
1027,52,H,Philadelphia,1,3,4,8,-220,-200,5.5,100,5.5,-120
1027,53,V,Columbus,0,1,1,2,175,170,5.5,-110,5.5,100
1027,54,H,Buffalo,1,1,2,4,-195,-200,5.5,-110,5.5,-120
1027,55,V,Montreal,0,1,1,2,173,170,5,-125,5,-125
1027,56,H,Boston,1,0,0,1,-193,-200,5,105,5,105
1027,57,V,Toronto,0,1,3,4,135,130,5.5,110,5.5,120
1027,58,H,NYRangers,1,0,1,2,-155,-150,5.5,-130,5.5,-140
1027,59,V,NYIslanders,1,0,1,2,157,170,5,-130,5,-140
1027,60,H,Pittsburgh,0,0,2,3,-177,-190,5,110,5,120
1027,61,V,Florida,1,1,1,3,-105,-110,5.5,-110,5.5,115
1027,62,H,Ottawa,0,2,2,4,-115,-110,5.5,-110,5.5,-135
1027,63,V,TampaBay,2,0,1,3,-105,-110,5,-135,5.5,110
1027,64,H,Nashville,2,3,0,5,-115,-110,5,115,5.5,-130
1027,65,V,Anaheim,1,1,1,3,-105,-110,5,-125,5,-130
1027,66,H,Minnesota,0,1,1,2,-115,-110,5,105,5,110
1027,67,V,LosAngeles,0,3,2,5,-115,-120,5,-110,5,110
1027,68,H,Dallas,1,0,2,3,-105,100,5,-110,5,-130
1027,69,V,Washington,1,0,0,1,-157,-165,5.5,110,5.5,125
1027,70,H,Edmonton,1,1,0,2,137,145,5.5,-130,5.5,-145
1027,71,V,NewJersey,1,1,1,3,-105,110,5,-105,5,105
1027,72,H,Phoenix,1,2,2,5,-115,-130,5,-115,5,-125
1028,1,V,Chicago,0,0,0,0,-130,-135,5.5,-110,5.5,-105
1028,2,H,Carolina,1,0,2,3,110,115,5.5,-110,5.5,-115
1028,3,V,SanJose,0,3,1,4,118,105,5.5,-110,5.5,-115
1028,4,H,Detroit,1,1,0,2,-138,-125,5.5,-110,5.5,-105
1028,5,V,Edmonton,0,2,1,3,123,155,5.5,105,5.5,110
1028,6,H,Colorado,0,0,1,1,-143,-175,5.5,-125,5.5,-130
1028,7,V,St.Louis,0,0,1,1,-111,100,5.5,110,5.5,120
1028,8,H,Calgary,0,1,2,3,-109,-120,5.5,-130,5.5,-140
1029,51,V,Ottawa,1,0,3,5,150,145,5.5,105,5.5,125
1029,52,H,NYRangers,0,2,2,4,-170,-165,5.5,-125,5.5,-145
1029,53,V,Florida,0,1,2,3,160,160,5.5,105,5.5,125
1029,54,H,Buffalo,0,1,1,2,-180,-180,5.5,-125,5.5,-145
1029,55,V,Pittsburgh,0,2,1,3,-108,-125,5.5,115,5.5,115
1029,56,H,Toronto,1,1,2,4,-112,105,5.5,-135,5.5,-135
1029,57,V,Boston,0,1,1,2,-122,-110,5,-115,5,-135
1029,58,H,Montreal,2,1,1,4,102,-110,5,-105,5,115
1029,59,V,SanJose,1,1,0,3,-133,-130,5.5,-111,5.5,-115
1029,60,H,NYIslanders,0,2,0,2,113,110,5.5,-109,5.5,-105
1029,61,V,Carolina,0,1,0,1,155,145,5.5,-115,5.5,-115
1029,62,H,Philadelphia,1,0,4,5,-175,-165,5.5,-105,5.5,-105
1029,63,V,Winnipeg,0,0,0,0,149,150,5.5,-130,5.5,-135
1029,64,H,TampaBay,0,1,0,1,-169,-170,5.5,110,5.5,115
1029,65,V,Anaheim,0,0,0,0,-107,100,5,-110,5,-125
1029,66,H,Nashville,2,0,1,3,-113,-120,5,-110,5,105
1029,67,V,Detroit,0,0,0,0,-151,-145,5.5,100,5.5,105
1029,68,H,Minnesota,1,0,0,1,131,125,5.5,-120,5.5,-125
1029,69,V,NewJersey,0,1,0,1,112,110,5,105,5,100
1029,70,H,Dallas,1,0,2,3,-132,-130,5,-125,5,-120
1029,71,V,Columbus,1,1,0,2,185,190,5.5,-110,5.5,-110
1029,72,H,Chicago,2,0,3,5,-215,-220,5.5,-110,5.5,-110
1029,73,V,LosAngeles,0,1,1,2,-130,-125,5,-110,5,-115
1029,74,H,Phoenix,0,2,0,3,110,105,5,-110,5,-105
1029,75,V,Washington,1,3,0,4,-105,100,5.5,100,5.5,110
1029,76,H,Vancouver,3,1,3,7,-115,-120,5.5,-120,5.5,-130
1030,1,V,Anaheim,1,0,0,1,-125,-125,5,-125,5,-145
1030,2,H,Columbus,1,2,0,3,105,105,5,105,5,125
1030,3,V,Toronto,1,0,1,2,-115,-115,5.5,-125,5.5,-120
1030,4,H,Ottawa,1,1,1,3,-105,-105,5.5,105,5.5,100
1030,5,V,LosAngeles,1,1,0,2,-105,-115,5,-115,5,-125
1030,6,H,Colorado,1,1,1,3,-115,-105,5,-105,5,105
1030,7,V,St.Louis,0,1,1,2,-104,-115,5,-110,5,-115
1030,8,H,Edmonton,1,3,0,4,-116,-105,5,-110,5,-105
1031,51,V,SanJose,1,1,0,2,-130,-115,5,-110,5,-125
1031,52,H,NYRangers,2,3,0,5,110,-105,5,-110,5,105
1031,53,V,Winnipeg,2,0,1,4,135,130,5.5,-114,5.5,110
1031,54,H,Florida,1,0,2,3,-155,-150,5.5,-106,5.5,-130
1031,55,V,Nashville,1,2,1,4,160,140,5,-115,5,-135
1031,56,H,Chicago,1,1,2,5,-180,-160,5,-105,5,115
1101,1,V,TampaBay,1,0,1,2,-109,-105,5.5,-120,5.5,-110
1101,2,H,Carolina,1,2,1,4,-111,-115,5.5,100,5.5,-110
1101,3,V,Ottawa,2,0,1,3,150,170,5.5,-105,5.5,110
1101,4,H,Boston,1,2,2,5,-170,-200,5.5,-115,5.5,-130
1101,5,V,Anaheim,2,1,1,4,175,155,5.5,-105,5.5,100
1101,6,H,Washington,0,2,2,5,-195,-175,5.5,-115,5.5,-120
1101,7,V,Minnesota,0,0,1,2,175,180,5.5,115,5.5,115
1101,8,H,Detroit,1,0,0,1,-195,-210,5.5,-135,5.5,-135
1101,9,V,Vancouver,3,2,0,5,-118,-130,5.5,-105,5.5,105
1101,10,H,Calgary,0,0,1,1,-102,110,5.5,-115,5.5,-125
1102,51,V,Toronto,2,3,0,5,120,120,5,-120,5,-140
1102,52,H,NewJersey,1,2,0,3,-140,-140,5,100,5,120
1102,53,V,Philadelphia,3,0,0,3,122,115,5.5,-111,5.5,-110
1102,54,H,Buffalo,0,1,1,2,-142,-135,5.5,-109,5.5,-110
1102,55,V,Phoenix,1,1,2,4,118,100,5.5,115,5.5,-105
1102,56,H,Colorado,0,1,0,1,-138,-120,5.5,-135,5.5,-115
1103,1,V,Winnipeg,1,0,2,3,115,135,5.5,-110,5.5,-105
1103,2,H,NYIslanders,0,0,0,0,-135,-155,5.5,-110,5.5,-115
1103,3,V,Anaheim,0,1,0,1,115,115,5.5,115,5.5,130
1103,4,H,NYRangers,1,0,0,2,-135,-135,5.5,-135,5.5,-150
1103,5,V,NewJersey,0,2,1,4,135,135,5,-130,5,-140
1103,6,H,Philadelphia,0,2,1,3,-155,-155,5,110,5,120
1103,7,V,Toronto,2,2,0,4,-115,110,5.5,-110,5.5,-115
1103,8,H,Columbus,0,1,0,1,-105,-130,5.5,-110,5.5,-105
1103,9,V,Chicago,1,1,0,3,-135,-135,5.5,100,5.5,115
1103,10,H,Florida,0,1,1,2,115,115,5.5,-120,5.5,-135
1103,11,V,Calgary,1,1,2,4,175,150,5.5,-105,5.5,100
1103,12,H,Detroit,0,1,0,1,-195,-170,5.5,-115,5.5,-120
1103,13,V,Vancouver,1,0,0,1,-125,-140,5,-120,5,-130
1103,14,H,Minnesota,0,3,2,5,105,120,5,100,5,110
1103,15,V,Nashville,0,2,1,3,-105,-115,5,-120,5,-145
1103,16,H,Phoenix,0,0,0,0,-115,-105,5,100,5,125
1103,17,V,Pittsburgh,2,1,0,3,120,125,5.5,110,5.5,115
1103,18,H,SanJose,0,1,2,4,-140,-145,5.5,-130,5.5,-135
1103,19,V,Edmonton,0,2,1,3,160,150,5,-110,5,100
1103,20,H,LosAngeles,0,0,0,0,-180,-170,5,-110,5,-120
1104,51,V,Washington,0,2,3,5,-130,-135,5.5,-111,5.5,110
1104,52,H,Carolina,1,0,0,1,110,115,5.5,-109,5.5,-130
1104,53,V,Calgary,0,0,1,1,157,170,5.5,-105,5.5,105
1104,54,H,Buffalo,1,0,1,2,-177,-190,5.5,-115,5.5,-125
1104,55,V,Montreal,0,2,0,2,105,-120,5.5,103,5.5,105
1104,56,H,Ottawa,0,0,1,1,-125,100,5.5,-123,5.5,-125
1104,57,V,Chicago,0,4,0,4,-106,105,5.5,-109,5.5,-120
1104,58,H,TampaBay,0,4,0,5,-114,-125,5.5,-111,5.5,100
1104,59,V,Vancouver,1,0,1,2,-115,-105,5.5,103,5.5,110
1104,60,H,St.Louis,1,1,1,3,-105,-115,5.5,-123,5.5,-130
